지역,이름,주소,위도,경도
고양시,대화검도관,"경기도 고양시 일산서구 일현로 123, 504호 (탄현동, 휴엔코아)",37.69791755,126.7654911
고양시,태화태권도장,"경기도 고양시 일산서구 일청로65번길 15, 2층 (일산동)",37.68955473,126.7729913
고양시,드림 태권도 아카데미,"경기도 고양시 일산동구 일산로 460, 201,202호 (정발산동, 석우상가)",37.67438723,126.776201
고양시,한국체대 석사 화랑태권도장,"경기도 고양시 덕양구 푸른마을로 30 (고양동, 서정프라자)",37.71036634,126.9048348
고양시,더블 제이 복싱 클럽,경기도 고양시 덕양구 호국로789번길 18 (주교동),37.65741238,126.8354322
고양시,대화키즈태권도,"경기도 고양시 일산서구 송포로 42, 201호 (대화동, 금강프라자)",37.67051403,126.7324018
고양시,용마무술관,"경기도 고양시 일산동구 장백로 172  (장항동,604호)",37.65026829,126.7777502
고양시,명운체육관,"경기도 고양시 일산서구 일산로 529, B동 302호 (일산동)",37.67694656,126.7688278
고양시,영웅체육관,"경기도 고양시 일산서구 탄중로233번길 25, 3층 301호 (탄현동)",37.6946221,126.7703897
고양시,주공체육관,"경기도 고양시 덕양구 호국로834번길 20, 2층 (성사동)",37.65883711,126.8403626
고양시,JCS태권도 아카데미,,37.638106,126.8290757
고양시,신강호 무예도장,"경기도 고양시 일산동구 숲속마을1로 29-30, 403호 (풍동, 라고클리닉)",37.66412243,126.7972763
고양시,둥글이태권도체육관,"경기도 고양시 덕양구 도래울로 42-15, 401호 (도내동)",37.62865842,126.8696414
고양시,용인대청운태권도,"경기도 고양시 일산서구 탄현로 133  (탄현동,임광, 진흥아파트 단지내상가 302, 303호)",37.70252971,126.7665233
고양시,석사중산체육관,"경기도 고양시 일산동구 탄중로417번길 4 (중산동,중산타운 4층)",37.68721694,126.7797851
고양시,무호검도관,"경기도 고양시 일산동구 중산로 103, 202호 (중산동,거풍프라자)",37.681221,126.7809091
